G_Name,Year,Amount,
The Robert Wood Johnson Foundation,2020,475549.00,
W.K. Kellogg Foundation,2019,750000.00,
Casey Family Programs,2017,30000.00,
Kresge Foundation,2017,150000.00,
The Schott Foundation for Public Education,2017,30000.00,
"North Star Fund, Inc.",2017,2000.00,
Oregon Community Foundation,2019,2000.00,
Oregon Community Foundation,2018,2000.00,
The Community Foundation for Northeast Florida,2017,2500.00,
"Grassroots International, Inc.",2016,11500.00,
The David and Lucile Packard Foundation,2018,500000.00,
The David and Lucile Packard Foundation,2019,100000.00,
Global Greengrants Fund Inc,2019,2993.00,
Ford Foundation,2018,200000.00,
Both ENDS Foundation,2016,55500.00,
Global Greengrants Fund Inc,2017,4000.00,
Global Greengrants Fund Inc,2016,3000.00,
Missouri Foundation for Health,2017,4000.00,
The David and Lucile Packard Foundation,2019,275000.00,
Lisa and Maury Friedman Foundation,2017,10000.00,
The Nathan Cummings Foundation,2016,7000.00,
J. Paul Getty Trust,2019,3000.00,
Abilis Foundation,2018,3405.00,
"American Jewish World Service, Inc.",2020,17000.00,
Fondo Centroamericano de Mujeres,2019,23800.00,
Wallace Global Fund II,2015,40000.00,
Global Greengrants Fund Inc,2017,4000.00,
Southern Africa Trust,2018,499977.00,
Charles Stewart Mott Foundation,2015,250000.00,
Ford Foundation,2020,750000.00,
"American Jewish World Service, Inc.",2020,50000.00,
African Women's Development Fund,2019,100000.00,
"American Jewish World Service, Inc.",2019,50000.00,
Global Greengrants Fund Inc,2019,6500.00,
Both ENDS Foundation,2017,68741.00,
Mama Cash,2016,55500.00,
Mama Cash,2015,66600.00,
The Heinz Endowments,2020,990000.00,
Tides Foundation,2020,75000.00,
The George Gund Foundation,2020,50000.00,
The George Gund Foundation,2018,150000.00,
Annenberg Foundation,2016,50000.00,
Harold K. L. Castle Foundation,2017,20000.00,
Harold K. L. Castle Foundation,2017,20000.00,
"First Interstate BancSystem Foundation, Inc.",2019,500.00,
Global Greengrants Fund Inc,2019,5000.00,
Global Greengrants Fund Inc,2019,5000.00,
The Tudor Trust,2020,204033.00,
TrustAfrica,2020,10000.00,
TrustAfrica,2019,35000.00,
"American Jewish World Service, Inc.",2020,22000.00,
Global Greengrants Fund Inc,2018,5000.00,
Global Greengrants Fund Inc,2017,7000.00,
Global Greengrants Fund Inc,2017,3950.00,
Women First International Fund,2017,7500.00,
Women First International Fund,2016,7500.00,
Global Greengrants Fund Inc,2017,6000.00,
"American Jewish World Service, Inc.",2019,18518.00,
Bill & Melinda Gates Foundation,2020,500000.00,
Bill & Melinda Gates Foundation,2016,5700000.00,
Global Greengrants Fund Inc,2019,5000.00,
Global Greengrants Fund Inc,2018,6000.00,
Global Greengrants Fund Inc,2018,4000.00,
The William and Flora Hewlett Foundation,2020,450000.00,
Global Greengrants Fund Inc,2017,5000.00,
Global Greengrants Fund Inc,2018,16000.00,
"The Global Fund for Women, Inc.",2018,46000.00,
Global Greengrants Fund Inc,2019,2500.00,
Global Greengrants Fund Inc,2019,5000.00,
International Women's Health Coalition,2018,23100.00,
Thousand Currents,2018,20000.00,
Global Greengrants Fund Inc,2019,20000.00,
"The Coca-Cola Foundation, Inc.",2017,137207.00,
Global Greengrants Fund Inc,2018,5000.00,
Thousand Currents,2017,50000.00,
Madre,2019,20000.00,
Madre,2018,15500.00,
Madre,2018,7000.00,
Madre,2017,10000.00,
Both ENDS Foundation,2018,36089.00,
Global Greengrants Fund Inc,2018,4300.00,
Global Greengrants Fund Inc,2016,4832.00,
The Endeavor Foundation,2018,42500.00,
The Pittman Family Foundation,2018,15000.00,
The Howard and Sarah D. Solomon Foundation,2018,10000.00,
"A. C. Israel Foundation, Inc.",2018,2000.00,
"The David Rockefeller Fund, Inc.",2018,1500.00,
The New York Community Trust,2018,1000.00,
"The Nancy and Paul Ross Foundation, Inc.",2018,500.00,
"The Sigmund Cohn Family Foundation, Inc.",2018,500.00,
The Endeavor Foundation,2017,50000.00,
Fidelity Investments Charitable Gift Fund,2017,32020.00,
The Pittman Family Foundation,2017,10000.00,
Bauer Family Foundation Inc,2017,1000.00,
"The Nancy and Paul Ross Foundation, Inc.",2017,500.00,
The Tarnok Family Foundation Inc,2017,500.00,
Mbia Foundation Inc,2017,300.00,
The Hunter Foundation,2017,250.00,
The Goldstein Family Foundation,2017,100.00,
Stephen and Pamela Hurst Della Pietra Family Foundation,2017,100.00,
The Pittman Family Foundation,2016,10000.00,
Westchester Community Foundation,2016,5000.00,
"Silberstein-Boesky Family Foundation, Inc.",2016,2500.00,
"A. C. Israel Foundation, Inc.",2016,2000.00,
Yvonne & Leslie Pollack Family Foundation Inc.,2016,700.00,
"The Nancy and Paul Ross Foundation, Inc.",2016,500.00,
"The Peek Family Foundation, Inc.",2016,500.00,
Yvonne & Leslie Pollack Family Foundation Inc.,2016,500.00,
Rocking Chair Foundation,2016,250.00,
The Goldstein Family Foundation,2016,100.00,
The Goldstein Family Foundation,2016,100.00,
Global Greengrants Fund Inc,2017,5000.00,
Tides Foundation,2017,11294.00,
The Paul Ramsay Foundation,2017,4644366.00,
Marin Community Foundation,2019,5000.00,
Marin Community Foundation,2018,5000.00,
Alice Shaver Foundation,2017,25000.00,
Milton & Dorothy Sarnoff Raymond Foundation,2016,30000.00,
"Captain Planet Foundation, Inc.",2016,10893.00,
AmazonSmile Foundation,2016,30.00,
AmazonSmile Foundation,2016,30.00,
The Stephen M. Silberstein Foundation,2015,30000.00,
Global Greengrants Fund Inc,2018,3000.00,
Global Greengrants Fund Inc,2019,5000.00,
Global Greengrants Fund Inc,2017,4500.00,
Global Greengrants Fund Inc,2017,4000.00,
RSF Social Finance,2016,29700.00,
Paul M. Angell Family Foundation,2019,25000.00,
Ford Foundation,2017,100000.00,
Ford Foundation,2016,100000.00,
Ford Foundation,2015,100000.00,
Madre,2019,20000.00,
Madre,2019,18000.00,
Madre,2018,5000.00,
"The Global Fund for Women, Inc.",2018,44000.00,
Global Greengrants Fund Inc,2018,5500.00,
Global Greengrants Fund Inc,2017,5000.00,
Global Greengrants Fund Inc,2018,9900.00,
Global Greengrants Fund Inc,2017,5000.00,
Global Greengrants Fund Inc,2017,4000.00,
Prince Charitable Trusts,2018,35000.00,
Woodard and Curran Foundation,2018,33333.00,
Prince Charitable Trusts,2017,35000.00,
Woodard and Curran Foundation,2017,33333.00,
Prince Charitable Trusts,2016,40000.00,
Woodard and Curran Foundation,2016,33333.00,
Prince Charitable Trusts,2015,40000.00,
Global Greengrants Fund Inc,2018,3000.00,
Global Greengrants Fund Inc,2017,2000.00,
Global Greengrants Fund Inc,2018,7500.00,
Global Greengrants Fund Inc,2017,5000.00,
Global Greengrants Fund Inc,2017,4000.00,
Global Greengrants Fund Inc,2017,3000.00,
Equality Fund,2018,38056.00,
Global Greengrants Fund Inc,2017,4000.00,
Global Greengrants Fund Inc,2017,5000.00,
"American Jewish World Service, Inc.",2020,10000.00,
Global Greengrants Fund Inc,2017,5000.00,
Fonds pour les Femmes Congolaises,2018,5000.00,
Global Greengrants Fund Inc,2018,5000.00,
Global Greengrants Fund Inc,2016,4000.00,
Global Greengrants Fund Inc,2016,4000.00,
Global Greengrants Fund Inc,2019,4000.00,
The Ford Family Foundation,2018,9710.00,
Women First International Fund,2018,6800.00,
Mertz Gilmore Foundation,2018,40000.00,
Mertz Gilmore Foundation,2017,50000.00,
Global Greengrants Fund Inc,2016,5000.00,
Global Greengrants Fund Inc,2016,3000.00,
Global Greengrants Fund Inc,2019,5000.00,
Global Greengrants Fund Inc,2016,5000.00,
Global Greengrants Fund Inc,2017,5000.00,
Global Greengrants Fund Inc,2017,4900.00,
Global Greengrants Fund Inc,2016,5000.00,
Global Greengrants Fund Inc,2019,3000.00,
"Unitarian Universalist Service Committee, Inc.",2017,29360.00,
Global Greengrants Fund Inc,2019,4000.00,
"American Jewish World Service, Inc.",2020,6512.00,
Pangea: Giving for Global Change,2018,5000.00,
"Cassiopeia Foundation, Inc F/K/A Blue Moon Fund, Inc",2016,98500.00,
"Rockefeller Brothers Fund, Inc.",2020,300000.00,
Global Greengrants Fund Inc,2018,5000.00,
Global Greengrants Fund Inc,2019,10000.00,
Global Greengrants Fund Inc,2017,4000.00,
The Grove Foundation,2019,110000.00,
The R E Ross Trust,2018,58710.00,
Sachiko Kuno Foundation Inc,2017,103216.00,
Fondo Centroamericano de Mujeres,2019,19800.00,
Fondo Centroamericano de Mujeres,2018,21566.00,
The Kenoli Foundation,2017,27990.00,
Meyer Memorial Trust,2020,100000.00,
Environmental Defense Fund Incorporated,2017,20000.00,
Environmental Defense Fund Incorporated,2017,20000.00,
Kresge Foundation,2017,220000.00,
The G. Unger Vetlesen Foundation,2018,600000.00,
International Community Foundation,2018,31500.00,
The G. Unger Vetlesen Foundation,2016,600000.00,
The G. Unger Vetlesen Foundation,2015,600000.00,
David C. Copley Foundation,2018,250000.00,
Hertzberg Family Foundation,2015,600000.00,
The San Diego Foundation,2015,29181.00,
Fondo De Mujeres Del Sur,2018,7100.00,
Fondo De Mujeres Del Sur,2017,8151.00,
Global Greengrants Fund Inc,2017,4000.00,
Fondo de Mujeres Bolivia Apthapi Jopueti,2016,830.00,
International Community Foundation,2020,9500.00,
Global Greengrants Fund Inc,2018,35000.00,
Global Greengrants Fund Inc,2016,78000.00,
Global Fund for Community Foundations,2016,15000.00,
International Community Foundation,2018,75000.00,
"The New-Land Foundation, Inc.",2018,10000.00,
"The New-Land Foundation, Inc.",2017,10000.00,
Global Greengrants Fund Inc,2018,2500.00,
Global Greengrants Fund Inc,2016,5000.00,
Global Greengrants Fund Inc,2019,3000.00,
Global Greengrants Fund Inc,2018,2000.00,
Newman's Own Foundation,2018,2500.00,
Adirondack Foundation,2015,30285.00,
Global Greengrants Fund Inc,2019,1000.00,
Tortuga Foundation,2018,60000.00,
Wallace Global Fund II,2018,60000.00,
Jewish Community Foundation of San Diego,2018,12500.00,
"The Prospect Hill Foundation, Inc.",2018,5000.00,
The Winslow Foundation,2017,30000.00,
"The David Rockefeller Fund, Inc.",2017,5000.00,
"Rockefeller Brothers Fund, Inc.",2016,130000.00,
Mertz Gilmore Foundation,2016,75000.00,
Wallace Global Fund II,2016,50000.00,
The Winslow Foundation,2016,30000.00,
"Rockefeller Brothers Fund, Inc.",2015,100000.00,
Mertz Gilmore Foundation,2015,75000.00,
Wallace Global Fund II,2015,60000.00,
The Winslow Foundation,2015,30000.00,
Global Greengrants Fund Inc,2016,5000.00,
Global Greengrants Fund Inc,2019,5000.00,
"The Global Fund for Women, Inc.",2015,36000.00,
The National Lottery Community Fund,2019,12738.00,
Global Greengrants Fund Inc,2019,5000.00,
Tides Foundation,2017,5000.00,
Environmental Defense Fund Incorporated,2018,50000.00,
Environmental Defense Fund Incorporated,2017,65000.00,
Environmental Defense Fund Incorporated,2017,65000.00,
Environmental Defense Fund Incorporated,2016,64250.00,
Environmental Defense Fund Incorporated,2018,65867.00,
Fred A. and Barbara M. Erb Family Foundation,2020,150000.00,
The Joyce Foundation,2018,700000.00,
Charles Stewart Mott Foundation,2015,85000.00,
Environmental Defense Fund Incorporated,2018,51300.00,
Wyoming Community Foundation,2017,15785.00,
Wyoming Community Foundation,2017,15785.00,
Tides Foundation,2020,25000.00,
Environmental Defense Fund Incorporated,2017,6000.00,
Environmental Defense Fund Incorporated,2017,6000.00,
John Ben Snow Memorial Trust,2020,12500.00,
John Ben Snow Memorial Trust,2018,12000.00,
John Ben Snow Memorial Trust,2017,15000.00,
John Ben Snow Memorial Trust,2017,15000.00,
Tides Foundation,2017,25000.00,
Ford Foundation,2015,200000.00,
Sea Change Foundation,2017,375000.00,
Sea Change Foundation,2016,350000.00,
Sea Change Foundation,2015,350000.00,
"Turner Foundation, Inc.",2020,65000.00,
Kansas Health Foundation,2018,74967.00,
Kansas Health Foundation,2017,225000.00,
Kansas Health Foundation,2016,100000.00,
Kansas Health Foundation,2016,24956.00,
James S. McDonnell Foundation,2018,112500.00,
James S. McDonnell Foundation,2017,112500.00,
James S. McDonnell Foundation,2015,112500.00,
W.K. Kellogg Foundation,2017,497470.00,
"Ethel Somerstein Memorial Foundation, Inc.",2016,500.00,
"Georgia Power Foundation, Inc.",2018,25000.00,
"Georgia Power Foundation, Inc.",2017,25000.00,
New Hampshire Charitable Foundation,2016,1000.00,
New Hampshire Charitable Foundation,2016,700.00,
V. Kann Rasmussen Foundation Inc.,2017,100000.00,
Bill & Melinda Gates Foundation,2020,379254.00,
Gordon and Betty Moore Foundation,2016,1500000.00,
Bill & Melinda Gates Foundation,2016,605809.00,
Global Greengrants Fund Inc,2018,9000.00,
Foundation to Promote Open Society,2018,91270.00,
Fund 1818,2016,472.00,
Fund 1818,2016,138750.00,
"The Berkshire Taconic Community Foundation, Inc.",2019,3500.00,
Chorus Foundation,2019,25000.00,
Center for Economic Democracy Inc,2019,8901.00,
Kentucky Small Grain Growersassociation Inc,2016,176383.00,
Kentucky Small Grain Growersassociation Inc,2015,169324.00,
John D. and Catherine T. MacArthur Foundation,2019,100000.00,
V. Kann Rasmussen Foundation Inc.,2017,40000.00,
V. Kann Rasmussen Foundation Inc.,2017,25000.00,
Open Society Fund Prague,2020,95941.00,
Global Greengrants Fund Inc,2019,5050.00,
Global Greengrants Fund Inc,2018,4950.00,
Segal Family Foundation Inc,2020,5000.00,
Global Greengrants Fund Inc,2016,4955.00,
Global Greengrants Fund Inc,2018,9865.00,
McKnight Foundation,2019,100000.00,
McKnight Foundation,2018,38000.00,
The Swift Foundation,2017,25000.00,
Global Greengrants Fund Inc,2019,5000.00,
Global Greengrants Fund Inc,2018,5000.00,
Ford Foundation,2020,1000000.00,
Foundation to Promote Open Society,2016,114400.00,
Global Greengrants Fund Inc,2019,5000.00,
McKnight Foundation,2016,300000.00,
Hivos,2017,33500.00,
Global Greengrants Fund Inc,2018,3500.00,
Gordon and Betty Moore Foundation,2019,232000.00,
Global Greengrants Fund Inc,2017,5000.00,
Global Greengrants Fund Inc,2018,5350.00,
"Greater Worcester Community Foundation, Inc.",2019,2000.00,
"The Evergreen Charitable Fund, Inc.",2017,15000.00,
"The Evergreen Charitable Fund, Inc.",2017,15000.00,
Community Foundation of Western Massachusetts,2016,15000.00,
"The Evergreen Charitable Fund, Inc.",2016,12000.00,
Corn Refiners Association Inc,2018,10000.00,
"Woods Charitable Fund, Inc.",2016,25000.00,
J. A. Woollam Foundation,2016,1200.00,
Rosser Charitable Trust,2017,25000.00,
Rosser Charitable Trust,2016,20000.00,
Global Greengrants Fund Inc,2019,15800.00,
Global Greengrants Fund Inc,2018,12500.00,
"Arkansas Community Foundation, Inc.",2016,1000.00,
"Arkansas Community Foundation, Inc.",2016,1000.00,
The Inge Foundation,2016,3500.00,
The Jonathan Orszag Foundation,2015,30000.00,
The David and Lucile Packard Foundation,2016,550000.00,
Onion Foundation,2019,10000.00,
Elmina B. Sewall Foundation,2015,70000.00,
Cedar Tree Foundation,2018,120000.00,
"Turner Foundation, Inc.",2018,65000.00,
Urgent Action Fund - Africa,2019,,
Both ENDS Foundation,2016,11083.00,
Global Greengrants Fund Inc,2016,8000.00,
Esmee Fairbairn Foundation,2019,29503.00,
Joseph Rowntree Charitable Trust,2018,132518.00,
Tides Foundation,2017,5000.00,
Charles Stewart Mott Foundation,2020,260000.00,
Charles Stewart Mott Foundation,2018,266500.00,
Esmée Fairbairn Foundation,2017,13107.00,
The Skoll Foundation,2017,295000.00,
Wallace Global Fund II,2018,75000.00,
Ford Foundation,2017,250000.00,
Ford Foundation,2015,200000.00,
"Compton Foundation, Inc.",2017,15000.00,
"Compton Foundation, Inc.",2017,15000.00,
"Compton Foundation, Inc.",2015,100000.00,
The David and Lucile Packard Foundation,2019,1000000.00,
The David and Lucile Packard Foundation,2019,49680.00,
Esmée Fairbairn Foundation,2019,35917.00,
"Bloomberg Philanthropies, Inc.",2018,2641000.00,
Esmée Fairbairn Foundation,2018,650902.00,
"Bloomberg Philanthropies, Inc.",2018,650000.00,
The David and Lucile Packard Foundation,2018,347924.00,
"Bloomberg Philanthropies, Inc.",2018,250000.00,
"Bloomberg Philanthropies, Inc.",2017,3859000.00,
The William and Flora Hewlett Foundation,2019,700000.00,
Gordon and Betty Moore Foundation,2018,652386.00,
The William and Flora Hewlett Foundation,2018,400000.00,
Oak Foundation,2016,537361.00,
ClimateWorks Foundation,2016,286083.00,
The William and Flora Hewlett Foundation,2020,250000.00,
Wallace Global Fund II,2016,75000.00,
Wallace Global Fund II,2015,75000.00,
Esmée Fairbairn Foundation,2019,384828.00,
ClimateWorks Foundation,2016,200000.00,
ClimateWorks Foundation,2016,200000.00,
ClimateWorks Foundation,2016,200000.00,
ClimateWorks Foundation,2016,30000.00,
Nationale Postcode Loterij,2015,555001.00,
Calouste Gulbenkian Foundation (UK),2019,12828.00,
Oak Foundation,2016,500000.00,
The Tudor Trust,2020,114769.00,
The Tudor Trust,2016,114651.00,
Anonymous Funder 13,2018,400000.00,
Anonymous Funder 13,2018,200000.00,
Joseph Rowntree Charitable Trust,2018,116145.00,
