R_Name,Year,Amount,
Los Angeles Brotherhood Crusade,2019,50000.00,
Los Angeles Brotherhood Crusade,2018,125000.00,
Los Angeles Brotherhood Crusade,2018,35000.00,
Los Angeles Brotherhood Crusade,2017,125000.00,
Los Angeles Conservation Corps,2015,75000.00,
Los Angeles County-University of Southern California Medical Center Foundation,2017,75000.00,
Mayor's Fund for Los Angeles,2015,150000.00,
Mother of Many,2019,25000.00,
National Immigration Law Center,2015,100000.00,
Occidental College,2019,500000.00,
Occidental College,2019,45000.00,
Occidental College,2018,300000.00,
Partnership for Los Angeles Schools,2019,112792.00,
Partnership for Los Angeles Schools,2018,109802.00,
Partnership for Los Angeles Schools,2017,97175.00,
Partnership for Los Angeles Schools,2016,194350.00,
Partnership for Los Angeles Schools,2015,117470.00,
Partnership for Los Angeles Schools,2015,50000.00,
Physicians for Social Responsibility - Los Angeles,2020,100000.00,
Physicians for Social Responsibility - Los Angeles,2020,100000.00,
Physicians for Social Responsibility Inc,2020,20000.00,
Physicians for Social Responsibility Los Angeles,2018,25000.00,
Public Counsel,2019,250000.00,
Public Counsel,2019,110000.00,
Public Counsel,2018,125000.00,
Public Counsel,2017,175000.00,
Public Counsel,2017,125000.00,
Public Counsel,2017,27050.00,
Public Counsel,2016,350000.00,
Public Counsel,2015,300000.00,
Salvadoran American Leadership and Education Fund,2015,25000.00,
Social And Environmental Entrepreneurs,2019,20000.00,
Strategic Concepts in Organizing and Policy Education,2020,100000.00,
Strategic Concepts in Organizing and Policy Education,2020,100000.00,
Strategic Concepts in Organizing and Policy Education,2017,121250.00,
Strategic Concepts in Organizing and Policy Education,2016,150000.00,
Strategic Concepts in Organizing and Policy Education,2016,125000.00,
Sundance Institute,2018,50000.00,
The Climate Registry,2019,75000.00,
The Climate Registry,2019,8000.00,
The Climate Registry,2018,5000.00,
The Climate Registry,2018,75.00,
The Climate Registry,2017,8000.00,
The Climate Registry,2017,5000.00,
The Climate Registry,2016,16300.00,
Traffic Worx Llc,2019,5000.00,
"University of California, Los Angeles",2019,49325.00,
"University of California, Los Angeles",2018,174955.00,
"University of California, Los Angeles",2017,150000.00,
"University of California, Los Angeles",2017,130571.00,
"University of California, Los Angeles",2016,100000.00,
"University of California, Los Angeles",2015,69829.00,
University of Southern California,2017,60000.00,
Usda Forest Service Gardiner Ranger Dist,2015,33580.00,
Variety International - The Children's Charity,2017,20000.00,
Variety International - The Children's Charity,2017,20000.00,
Whitaker Peace and Development Initiative,2017,50000.00,
Whitaker Peace and Development Initiative,2016,50000.00,
YMCA of Metropolitan Los Angeles,2016,125000.00,
YMCA of Metropolitan Los Angeles,2015,165105.00,
Asamblea Ambiental Los Antiguos,2018,3200.00,
Rocky Mountain Climate Organization,2017,1000.00,
Energy Conservation Associates,2018,3000.00,
Cultural Organization of Lowell,2018,15000.00,
Farmers Union Network,2020,15000.00,
Farmers Union Network,2019,15000.00,
Sanma Frangipani Association,2017,4800.00,
Africa Climate Reality Project - Zambia Chapter,2018,2500.00,
Zambia Alliance for Agroecology and Biodiversity,2018,5000.00,
Solutions from the Land,2020,35000.00,
Solutions from the Land,2016,500000.00,
Center for Rural Affairs,2020,300000.00,
Center for Rural Affairs,2019,400000.00,
Center for Rural Affairs,2016,160000.00,
"Cultura Agr√≠cola Integral, A.C.",2016,5000.00,
International Network of Women's Funds,2016,17500.00,
Association Jigifa De Medinacoura,2018,3500.00,
Madang Forest Resource Owners' Association,2017,4433.00,
350 Madison Inc,2016,1500.00,
Anonymous Recipient,2019,25000.00,
Anonymous Recipient,2019,20000.00,
Anonymous Recipient,2018,43700.00,
Association of State Floodplain Managers,2015,68600.00,
Association of State Floodplain Managers,2015,68600.00,
Clean Wisconsin,2020,340000.00,
Clean Wisconsin,2019,55000.00,
Clean Wisconsin,2018,75000.00,
Clean Wisconsin,2018,15000.00,
Clean Wisconsin,2017,150000.00,
Clean Wisconsin,2017,60000.00,
Clean Wisconsin,2016,350000.00,
Clean Wisconsin,2016,185000.00,
Clean Wisconsin,2016,40000.00,
Clean Wisconsin,2016,37365.00,
Free to Breathe,2017,2860.00,
Free to Breathe,2016,6000.00,
Keep Wisconsin Warm/Cool Fund,2016,250.00,
Midwest Environmental Advocates Inc,2020,170000.00,
Sand County Foundation,2018,25000.00,
Sand County Foundation,2016,34400.00,
Seventhwave Inc,2016,60000.00,
Sierra Club John Muir - WI Chapter,2019,500.00,
"Slipstream Group, Inc.",2020,75000.00,
University of Wisconsin - Madison,2015,60000.00,
University of Wisconsin - Madison,2015,59849.00,
University of Wisconsin Foundation,2017,5000.00,
University of Wisconsin Foundation,2016,60000.00,
"Wisconsin Academy of Sciences, Arts and Letters",2017,100000.00,
Wisconsin Public Radio,2016,300000.00,
Wisconsin Public Television,2017,25000.00,
Wisconsin Public Television,2016,25000.00,
Wisconsin Public Television,2015,300000.00,
Wisconsin Public Television,2015,25000.00,
Jodrikdrik in Jipan ene eo e Kutok Maroro,2016,2462.00,
Marshall Islands Conservation Society,2018,40317.00,
Kiima Kiu Uplift Group,2017,5000.00,
Voice of Women,2016,3000.00,
Fundaci√≥n Alianza para un Mundo Verde,2019,3500.00,
Alliance of Religions and Conservation,2015,200000.00,
The Society for the Reduction of CarbonLimited,2016,9172.00,
Massachusetts Immigrant and Refugee Advocacy Coalition,2016,40000.00,
Manchester A certain future,2016,3669.00,
BOMA Project,2019,206000.00,
Natural Green Alliance,2017,5000.00,
Association for Community Education and Agriculture Support,2017,5238.00,
Tanzanian Himbetan,2018,5000.00,
Tanzanian Himbetan,2017,5000.00,
Jon Gertner,2017,42000.00,
Alternativa Mulheres,2019,7000.00,
Associa√ß√£o Academica para o Desenvovimento das Comunidades Rurais,2017,10000.00,
Fundacao Para o Desenvolvimento da Comunidade,2020,13556.00,
Fundacao Para o Desenvolvimento da Comunidade,2019,694256.00,
MICAIA Foundation,2019,728071.00,
Rede Integra√ß√£o Social,2019,7000.00,
Rede Integra√ß√£o Social,2017,5000.00,
Rede Integra√ß√£o Social,2017,5000.00,
World March of Women,2018,750000.00,
Caja Rural de Ahorro y Credito APADELV,2016,1500.00,
Empresa de Servicios M√∫ltiiples Turisticos mar del Pacifico,2016,3000.00,
Empresas de Servicios Multiples Familias del Pacifico,2016,2000.00,
Uni√≥n Regional del Pescadores Artesanales del Golfo de Fonseca,2016,2500.00,
Marin Performing Stars,2018,15000.00,
Pure Ocean,2019,52249.00,
Asociaci√≥n de Promotores y Defensor√≠a de los Derechos Ind√≠genas de Nicaragua,2017,5000.00,
Asociaci√≥n de Promotores y Defensor√≠a de los Derechos Ind√≠genas de Nicaragua,2016,5000.00,
Takataka Eco Village Conservation Foundation,2016,5000.00,
Womin Alliance Trust,2018,5000.00,
Cooperativa de Productores de Matagalpa,2016,5000.00,
Tariwa Taro Association,2017,5000.00,
Sustainable Communities Initiatives,2016,5000.00,
All Hands and Hearts,2018,15000.00,
Community Initiatives for Rural Development,2018,44000.00,
"Sunshine Foundation, Inc.",2016,5000.00,
"Sunshine Foundation, Inc.",2016,5000.00,
"Sunshine Foundation, Inc.",2016,5000.00,
Foundation for Uganda Women Development,2016,5000.00,
Regroupement des Humanitaires pour la Protection des Albinos et de l‚'Environnement,2019,5000.00,
Femmes Sans Fronti√®res,2016,4000.00,
South Western Institute for Policy and Advocacy,2016,3000.00,
Tufts University,2019,600000.00,
Tufts University,2019,200000.00,
Tufts University,2018,400000.00,
Tufts University,2018,7500.00,
Tufts University,2017,250000.00,
Tufts University,2017,50000.00,
Tufts University,2016,90000.00,
Mekelle University,2018,108029.00,
Alternative Technology Association,2019,33475.00,
Alternative Technology Association,2019,1395.00,
Alternative Technology Association,2018,105678.00,
Alternative Technology Association,2018,55041.00,
Alternative Technology Association,2018,4403.00,
Alternative Technology Association,2018,3875.00,
Australian Environmental Grantmakers Network,2018,250000.00,
Australian Environmental Grantmakers Network,2018,50000.00,
Australian Environmental Grantmakers Network,2018,36694.00,
Australian Environmental Grantmakers Network,2017,50000.00,
Australian Environmental Grantmakers Network,2017,11611.00,
Beyond Zero Emissions,2019,6974.00,
Beyond Zero Emissions,2019,3487.00,
Beyond Zero Emissions,2018,51371.00,
Beyond Zero Emissions,2018,36694.00,
Centre for Australian Progress Ltd,2018,99807.00,
Climarte,2019,10461.00,
Climarte,2017,27092.00,
Climate Council of Australia,2017,116109.00,
Climate for Change,2019,3487.00,
"Conversation Media Group, Ltd.",2018,110081.00,
Earthwatch Institute,2018,137715.00,
Farmers for Climate Action Limited,2017,87469.00,
Farmers for Climate Action Limited,2017,1915.00,
Greening Australia - Head Office,2017,73536.00,
Jewish Climate Action Network,2019,3487.00,
Royal Botanic Gardens Foundation Victoria,2019,135991.00,
University of Melbourne,2018,209810.00,
University of Melbourne,2017,193515.00,
Institute for Public Affairs,2017,20000.00,
Mountain Watershed Association,2020,50000.00,
Mountain Watershed Association,2020,50000.00,
African Centre for Biodiversity,2019,50000.00,
Be Free Revolution Inc,2016,500.00,
Ducks Unlimited,2016,40000.00,
Healthy and Free Tennesse,2016,100000.00,
Ice911 Research Organization,2019,250000.00,
Ice911 Research Organization,2019,250000.00,
Ice911 Research Organization,2018,350000.00,
Ice911 Research Organization,2018,100000.00,
Ice911 Research Organization,2018,100000.00,
Ice911 Research Organization,2018,26200.00,
Ice911 Research Organization,2018,20000.00,
Ice911 Research Organization,2018,1000.00,
Ice911 Research Organization,2018,200.00,
Ice911 Research Organization,2017,450000.00,
Ice911 Research Organization,2017,15000.00,
Ice911 Research Organization,2017,15000.00,
Ice911 Research Organization,2017,10000.00,
Ice911 Research Organization,2017,500.00,
Ice911 Research Organization,2016,525000.00,
Ice911 Research Organization,2016,15000.00,
Ice911 Research Organization,2016,5663.00,
Mongabay,2017,25000.00,
Mongabay,2016,120000.00,
Tsinghua Education Foundation North America,2019,1600000.00,
Landmark Conservancy,2018,12500.00,
Golden Valley Health Centers Inc,2016,50000.00,
Merced County Office of Education - Career and Alternative Education Department,2015,122381.00,
Community Environmental Legal Defense Fund,2017,20000.00,
Community Environmental Legal Defense Fund,2017,20000.00,
The Equality Effect,2016,5000.00,
Agora de Cultura Ambiental,2017,1944.00,
"Consejo Mexicano de Promoci√≥n de los Productos Pesqueros y Acu√≠colas, A.C.",2020,350000.00,
"Consejo Mexicano de Promoci√≥n de los Productos Pesqueros y Acu√≠colas, A.C.",2018,350000.00,
"Consejo Mexicano de Promoci√≥n de los Productos Pesqueros y Acu√≠colas, A.C.",2016,350000.00,
"Consejo Mexicano de Promoci√≥n de los Productos Pesqueros y Acu√≠colas, A.C.",2015,350000.00,
"Editorial Animal, S. de R.L. de C.V.",2020,200000.00,
Fundacion Semillas de Vida,2018,2000.00,
"Iniciativa Climatica de Mexico, A.C.",2017,175000.00,
"Iniciativa Climatica de Mexico, A.C.",2017,92500.00,
Iniciativa Mesoamericana Defensoras,2018,900000.00,
Mexican Network of Campesino Forestry Organizations,2016,150000.00,
Mexican Network of Campesino Forestry Organizations,2015,150000.00,
Pronatura Mexico A C,2016,31607.00,
Drom√≥manos SRL de CV,2020,50000.00,
Catalyst Miami,2018,220000.00,
Catalyst Miami,2016,660000.00,
Catalyst Miami,2016,3500.00,
Cleo Institute Inc,2019,10000.00,
Direct Action and Research Training (DART Center),2020,500000.00,
"Dream In Green, Inc.",2016,2500.00,
Florida Immigrant Coalition Inc,2017,5000.00,
"Museum of Science, Inc.",2015,77500.00,
THE CHILDREN'S TRUST,2018,5000.00,
THE NEW FLORIDA MAJORITY,2017,5000.00,
The New Florida Majority Education Fund,2019,350000.00,
The New Florida Majority Education Fund,2019,20000.00,
The New Florida Majority Education Fund,2018,100000.00,
The New Florida Majority Education Fund,2018,50000.00,
The New Florida Majority Education Fund,2018,40000.00,
The New Florida Majority Education Fund,2017,,
University of Miami,2018,300000.00,
University of Miami,2017,300000.00,
University of Miami,2017,10000.00,
University of Miami,2016,300000.00,
University of Miami,2015,250000.00,
Whole New World Foundation,2015,301033.00,
"RLS Films, LLC",2019,100000.00,
Anthropocene Alliance,2018,105000.00,
Anthropocene Alliance,2018,250.00,
The Doornkop Communal Property Association,2019,5000.00,
Women's Earth and Climate Action Network,2018,7000.00,
Women's Earth and Climate Action Network,2017,7000.00,
Women's Earth and Climate Caucus,2018,10000.00,
Women's Earth and Climate Caucus,2017,60000.00,
Women's Earth and Climate Caucus,2017,10000.00,
Women's Earth and Climate Caucus,2017,5000.00,
Women's Earth and Climate Caucus,2017,5000.00,
Women's Earth and Climate Caucus,2017,2500.00,
Women's Earth and Climate Caucus,2016,60000.00,
Women's Earth and Climate Caucus,2016,20000.00,
Women's Earth and Climate Caucus,2016,1000.00,
Women's Earth and Climate Caucus,2015,60000.00,
Women's Earth and Climate Caucus,2015,30000.00,
Merck Family Fund,2018,80000.00,
Merck Family Fund,2018,50000.00,
Merck Family Fund,2018,20000.00,
Merck Family Fund,2017,50000.00,
Merck Family Fund,2016,50000.00,
Central Susquehanna Intermediate Unit,2020,225000.00,
Black Leaders Organizing for Communities,2017,5000.00,
Leaders Igniting Transformation Education Fund,2020,50000.00,
Leaders Igniting Transformation Education Fund,2017,5000.00,
Milwaukee Water Commons Inc,2018,75000.00,
Rethinking Schools,2020,30000.00,
Rethinking Schools,2019,30000.00,
Rethinking Schools,2017,30000.00,
Rethinking Schools,2017,5000.00,
Rethinking Schools,2016,30000.00,
Smile Inc,2019,5000.00,
UWM Foundation,2016,1000.00,
Wisconsin Citizen Action,2016,8000.00,
Nucleo de Cultura Indigena,2016,5032.00,
Anna Claussen,2017,100000.00,
Anonymous Recipient,2018,5000.00,
BlueGreen Alliance Foundation,2020,1000000.00,
BlueGreen Alliance Foundation,2020,750000.00,
BlueGreen Alliance Foundation,2020,50000.00,
BlueGreen Alliance Foundation,2019,500000.00,
BlueGreen Alliance Foundation,2018,1000000.00,
BlueGreen Alliance Foundation,2018,500000.00,
BlueGreen Alliance Foundation,2018,40000.00,
BlueGreen Alliance Foundation,2017,1000000.00,
BlueGreen Alliance Foundation,2017,500000.00,
BlueGreen Alliance Foundation,2017,100000.00,
BlueGreen Alliance Foundation,2017,40000.00,
BlueGreen Alliance Foundation,2016,1000000.00,
BlueGreen Alliance Foundation,2016,500000.00,
BlueGreen Alliance Foundation,2015,600000.00,
BlueGreen Alliance Foundation,2015,100000.00,
Center for Earth Energy and Democracy,2019,10000.00,
Center for Earth Energy and Democracy,2017,50000.00,
Center for Earth Energy and Democracy,2017,50000.00,
Center for Earth Energy and Democracy,2016,15000.00,
Climate Generation: A Will Steger Legacy,2020,400000.00,
Climate Generation: A Will Steger Legacy,2020,2500.00,
Climate Generation: A Will Steger Legacy,2020,2000.00,
Climate Generation: A Will Steger Legacy,2019,30000.00,
Climate Generation: A Will Steger Legacy,2019,20000.00,
Climate Generation: A Will Steger Legacy,2019,15000.00,
Climate Generation: A Will Steger Legacy,2019,10000.00,
Climate Generation: A Will Steger Legacy,2019,10000.00,
